Train_No,Origin_Code,Origin_Station,Destination_Code,Destination_Station,Total_Distance,Total_Stations,Number_of_Stops,Departure_Minutes,Arrival_Minutes,Journey_Duration_Minutes,Journey_Duration_Hours
11008,PUNE,PUNE JN.,CSMT,CST-MUMBAI,191.0,11,9,915,1157,242,4.03
11009,CSMT,CST-MUMBAI,PUNE,PUNE JN.,191.0,12,10,870,1120,250,4.17
11010,PUNE,PUNE JN.,CSMT,CST-MUMBAI,191.0,11,9,365,595,230,3.83
11011,LTT,LOKMANYA TIL,NED,NANDED,723.0,16,14,725,285,1000,16.67
11012,NED,NANDED,LTT,LOKMANYA TIL,723.0,16,14,390,1425,1035,17.25
11013,LTT,LOKMANYA TIL,CBE,COIMBATORE,1515.0,34,32,1355,435,1960,32.67
11014,CBE,COIMBATORE,LTT,LOKMANYA TIL,1515.0,34,32,535,870,1775,29.58
11015,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,1678.0,47,45,1365,425,1940,32.33
11016,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,1677.0,46,44,1140,260,2000,33.33
11017,LTT,LOKMANYA TIL,KIK,KARAIKAL,1631.0,30,28,725,1115,1830,30.5
11018,KIK,KARAIKAL,LTT,LOKMANYA TIL,1634.0,30,28,840,1425,2025,33.75
11019,CSMT,CST-MUMBAI,BBS,BHUBANESWAR,1941.0,39,37,910,255,2225,37.08
11020,BBS,BHUBANESWAR,CSMT,CST-MUMBAI,1941.0,40,38,925,235,2190,36.5
11021,DR,DADAR,TEN,TIRUNELVELI,1843.0,40,38,1290,705,2295,38.25
11022,TEN,TIRUNELVELI,DR,DADAR,1845.0,39,37,900,340,2320,38.67
11023,CSMT,CST-MUMBAI,KOP,CHHATRAPATI,517.0,28,26,1070,365,735,12.25
11024,KOP,CHHATRAPATI,CSMT,CST-MUMBAI,517.0,31,29,1370,710,780,13.0
11025,BSL,BHUSAVAL JN.,PUNE,PUNE JN.,545.0,19,17,25,725,700,11.67
11026,PUNE,PUNE JN.,BSL,BHUSAVAL JN.,545.0,19,17,705,1310,605,10.08
11027,CSMT,CST-MUMBAI,MAS,CHENNAI CENT,1281.0,52,50,1425,210,1665,27.75
11028,MAS,CHENNAI CENT,CSMT,CST-MUMBAI,1283.0,52,50,1435,225,1670,27.83
11029,CSMT,CST-MUMBAI,KOP,CHHATRAPATI,517.0,35,33,520,1225,705,11.75
11030,KOP,CHHATRAPATI,CSMT,CST-MUMBAI,517.0,34,32,475,1205,730,12.17
11031,SUR,SOLAPUR,BJP,BIJAPUR JN,108.0,5,3,610,740,130,2.17
11032,BJP,BIJAPUR JN,SUR,SOLAPUR,108.0,5,3,890,1060,170,2.83
11033,PUNE,PUNE JN.,DBG,DARBHANGA JN,1955.0,30,28,975,405,2310,38.5
11034,DBG,DARBHANGA JN,PUNE,PUNE JN.,1953.0,30,28,1005,485,2360,39.33
11035,DR,DADAR,MYS,MYSORE JN.,1210.0,27,25,1290,1300,1450,24.17
11036,MYS,MYSORE JN.,DR,DADAR,1213.0,26,24,375,340,1405,23.42
11037,PUNE,PUNE JN.,GKP,GORAKHPUR JN,1777.0,17,15,975,65,1970,32.83
11038,GKP,GORAKHPUR JN,PUNE,PUNE JN.,1777.0,17,15,930,245,2195,36.58
11039,KOP,CHHATRAPATI,G,GONDIA JN.,1352.0,62,60,930,1215,1725,28.75
11040,G,GONDIA JN.,KOP,CHHATRAPATI,1353.0,60,58,500,765,1705,28.42
11041,CSMT,CST-MUMBAI,MAS,CHENNAI CENT,1281.0,36,34,840,990,1590,26.5
11042,MAS,CHENNAI CENT,CSMT,CST-MUMBAI,1283.0,34,32,740,815,1515,25.25
11043,LTT,LOKMANYA TIL,MDU,MADURAI JN,1696.0,27,25,15,610,2035,33.92
11044,MDU,MADURAI JN,LTT,LOKMANYA TIL,1700.0,26,24,1080,345,2145,35.75
11045,KOP,CHHATRAPATI,DHN,DHANBAD JN.,2894.0,39,37,1425,720,3615,60.25
11046,DHN,DHANBAD JN.,KOP,CHHATRAPATI,2892.0,39,37,830,215,3705,61.75
11047,MRJ,MIRAJ JN.,UBL,HUBLI JN.,278.0,12,10,10,385,375,6.25
11048,UBL,HUBLI JN.,MRJ,MIRAJ JN.,279.0,12,10,1410,315,345,5.75
11049,ADI,AHMEDABAD,KOP,CHHATRAPATI,949.0,18,16,1165,925,1200,20.0
11050,KOP,CHHATRAPATI,ADI,AHMEDABAD,949.0,18,16,770,465,1135,18.92
11051,SUR,SOLAPUR,KOP,CHHATRAPATI,314.0,9,7,1415,380,405,6.75
11052,KOP,CHHATRAPATI,SUR,SOLAPUR,314.0,9,7,1435,450,455,7.58
11053,LTT,LOKMANYA TIL,AMH,AZAMGARH,1552.0,17,15,1000,130,2010,33.5
11054,AMH,AZAMGARH,LTT,LOKMANYA TIL,1551.0,17,15,320,735,1855,30.92
11055,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,1732.0,23,21,655,1220,2005,33.42
11056,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,1732.0,23,21,380,975,2035,33.92
11057,CSMT,CST-MUMBAI,ASR,AMRITSAR JN.,2026.0,90,88,1410,990,2460,41.0
11058,ASR,AMRITSAR JN.,CSMT,CST-MUMBAI,2029.0,91,89,510,245,2615,43.58
11059,LTT,LOKMANYA TIL,CPR,CHHAPRA JN.,1772.0,24,22,655,1265,2050,34.17
11060,CPR,CHHAPRA JN.,LTT,LOKMANYA TIL,1770.0,24,22,315,975,2100,35.0
11061,LTT,LOKMANYA TIL,DBG,DARBHANGA JN,1885.0,41,39,735,70,2215,36.92
11062,DBG,DARBHANGA JN,LTT,LOKMANYA TIL,1883.0,39,37,785,220,2315,38.58
11063,MS,CHENNAI EGMO,SA,SALEM JN.,352.0,14,12,1380,320,380,6.33
11064,SA,SALEM JN.,MS,CHENNAI EGMO,352.0,14,12,1280,225,385,6.42
11067,LTT,LOKMANYA TIL,FD,FAIZABAD JN.,1510.0,20,18,323,535,1652,27.53
11068,FD,FAIZABAD JN.,LTT,LOKMANYA TIL,1509.0,20,18,935,1290,1795,29.92
11071,LTT,LOKMANYA TIL,BSB,VARANASI JN.,1645.0,43,41,760,1165,1845,30.75
11072,BSB,VARANASI JN.,LTT,LOKMANYA TIL,1647.0,41,39,950,1370,1860,31.0
11073,LTT,LOKMANYA TIL,MAS,CHENNAI CENT,1265.0,18,16,800,775,1415,23.58
11074,MAS,CHENNAI CENT,LTT,LOKMANYA TIL,1267.0,17,15,915,960,1485,24.75
11075,LTT,LOKMANYA TIL,BIDR,BIDAR,651.0,13,11,725,90,805,13.42
11076,BIDR,BIDAR,LTT,LOKMANYA TIL,651.0,13,11,500,1435,935,15.58
11077,PUNE,PUNE JN.,JAT,JAMMU TAWI,2155.0,67,65,1040,605,2445,40.75
11078,JAT,JAMMU TAWI,PUNE,PUNE JN.,2157.0,65,63,1305,910,2485,41.42
11079,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,1745.0,25,23,950,90,2020,33.67
11080,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,1745.0,24,22,330,960,2070,34.5
11081,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,1731.0,20,18,950,125,2055,34.25
11082,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,1731.0,19,17,785,1380,2035,33.92
11083,LTT,LOKMANYA TIL,KZJ,KAZIPET JN.,1153.0,29,27,690,900,1650,27.5
11084,KZJ,KAZIPET JN.,LTT,LOKMANYA TIL,1153.0,28,26,1065,1395,1770,29.5
11085,LTT,LOKMANYA TIL,MAO,MADGOAN JN.,574.0,11,9,333,1050,717,11.95
11086,MAO,MADGOAN JN.,LTT,LOKMANYA TIL,578.0,11,9,360,1030,670,11.17
11087,VRL,VERAVAL,PUNE,PUNE JN.,1053.0,26,24,505,280,1215,20.25
11088,PUNE,PUNE JN.,VRL,VERAVAL,1053.0,25,23,1190,1005,1255,20.92
11089,BGKT,BHAGAT-KI-KO,PUNE,PUNE JN.,1074.0,26,24,330,280,1390,23.17
11090,PUNE,PUNE JN.,BGKT,BHAGAT-KI-KO,1072.0,26,24,1190,1030,1280,21.33
11091,BHUJ,NEW BHUJ,PUNE,PUNE JN.,981.0,24,22,535,280,1185,19.75
11092,PUNE,PUNE JN.,BHUJ,NEW BHUJ,981.0,24,22,1190,920,1170,19.5
11093,CSMT,CST-MUMBAI,BSB,VARANASI JN.,1516.0,27,25,10,280,1710,28.5
11094,BSB,VARANASI JN.,CSMT,CST-MUMBAI,1515.0,26,24,680,855,1615,26.92
11095,ADI,AHMEDABAD,PUNE,PUNE JN.,623.0,17,15,975,280,745,12.42
11096,PUNE,PUNE JN.,ADI,AHMEDABAD,622.0,16,14,1190,465,715,11.92
11097,PUNE,PUNE JN.,ERS,ERNAKULAM. J,1278.0,33,31,1410,490,1960,32.67
11098,ERS,ERNAKULAM. J,PUNE,PUNE JN.,1279.0,32,30,1410,305,1775,29.58
11101,PUNE,PUNE JN.,GWL,GWALIOR JN,1373.0,23,21,25,190,1605,26.75
11102,GWL,GWALIOR JN,PUNE,PUNE JN.,1373.0,23,21,900,1205,1745,29.08
11103,JHS,JHANSI JN,BDTS,BANDRA TERMI,1321.0,21,19,1010,1005,1435,23.92
11104,BDTS,BANDRA TERMI,JHS,JHANSI JN,1321.0,21,19,310,400,1530,25.5
11107,GWL,GWALIOR JN,BSB,VARANASI JN.,629.0,31,29,1240,650,850,14.17
11108,BSB,VARANASI JN.,GWL,GWALIOR JN,629.0,37,35,1065,545,920,15.33
11109,JHS,JHANSI JN,LJN,LUCKNOW JN.,291.0,11,9,370,725,355,5.92
11110,LJN,LUCKNOW JN.,JHS,JHANSI JN,291.0,11,9,1000,1355,355,5.92
11111,GWL,GWALIOR JN,BLP,"BALRAMPUR,",939.0,12,10,785,540,1195,19.92
11112,BLP,"BALRAMPUR,",GWL,GWALIOR JN,941.0,12,10,715,370,1095,18.25
11123,BJU,BARAUNI JN.,GWL,GWALIOR JN,1051.0,49,47,1125,1255,1570,26.17
11124,GWL,GWALIOR JN,BJU,BARAUNI JN.,1054.0,49,47,710,780,1510,25.17
11125,INDB,INDORE BG,GWL,GWALIOR JN,561.0,11,9,1205,467,702,11.7
11126,GWL,GWALIOR JN,INDB,INDORE BG,561.0,11,9,1170,475,745,12.42
11201,LTT,LOKMANYA TIL,AJNI,AJNI,1015.0,26,24,1000,855,1295,21.58
11202,AJNI,AJNI,LTT,LOKMANYA TIL,1015.0,26,24,975,825,1290,21.5
11203,NGP,NAGPUR JN.(C,JP,JAIPUR JN.,1340.0,28,26,715,845,1570,26.17
11204,JP,JAIPUR JN.,NGP,NAGPUR JN.(C,1340.0,28,26,990,1155,1605,26.75
11205,LTT,LOKMANYA TIL,NZB,NIZAMABAD,699.0,20,18,1000,555,995,16.58
11206,NZB,NIZAMABAD,LTT,LOKMANYA TIL,699.0,20,18,1395,825,870,14.5
11265,JBP,JABALPUR,ABKP,AMBIKAPUR,432.0,14,12,840,1380,540,9.0
11266,ABKP,AMBIKAPUR,JBP,JABALPUR,434.0,14,12,375,895,520,8.67
11272,BPL,BHOPAL,ET,ITARSI,737.0,47,45,1095,730,1075,17.92
11301,CSMT,CST-MUMBAI,SBC,KRANTIVIRA S,1154.0,35,33,490,530,1480,24.67
11302,SBC,KRANTIVIRA S,CSMT,CST-MUMBAI,1154.0,34,32,1245,1215,1410,23.5
11303,HYB,HYDERABAD DE,KOP,CHHATRAPATI,989.0,38,36,1390,1360,1410,23.5
11304,KOP,CHHATRAPATI,HYB,HYDERABAD DE,987.0,38,36,455,405,1390,23.17
11307,GR,GULBARGA,HYB,HYDERABAD DE,221.0,7,5,615,890,275,4.58
11308,HYB,HYDERABAD DE,GR,GULBARGA,223.0,7,5,960,1260,300,5.0
11309,SUR,SOLAPUR,MRJ,MIRAJ JN.,267.0,14,12,360,725,365,6.08
11310,MRJ,MIRAJ JN.,SUR,SOLAPUR,267.0,14,12,925,1255,330,5.5
11401,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(C,1053.0,34,32,995,975,1420,23.67
11402,NGP,NAGPUR JN.(C,CSMT,CST-MUMBAI,1052.0,34,32,360,335,1415,23.58
11403,NGP,NAGPUR JN.(C,KOP,CHHATRAPATI,1026.0,22,20,900,840,1380,23.0
11404,KOP,CHHATRAPATI,NGP,NAGPUR JN.(C,1026.0,22,20,770,755,1425,23.75
11405,PUNE,PUNE JN.,AMI,AMRAVATI,811.0,18,16,1320,900,1020,17.0
11406,AMI,AMRAVATI,PUNE,PUNE JN.,812.0,18,16,1110,795,1125,18.75
11407,PUNE,PUNE JN.,LJN,LUCKNOW JN.,1478.0,17,15,1320,150,1710,28.5
11408,LJN,LUCKNOW JN.,PUNE,PUNE JN.,1478.0,17,15,390,665,1715,28.58
11423,SUR,SOLAPUR,UBL,HUBLI JN.,357.0,14,12,385,870,485,8.08
11424,UBL,HUBLI JN.,SUR,SOLAPUR,356.0,14,12,900,1395,495,8.25
11447,JBP,JABALPUR,HWH,HOWRAH JN.,1156.0,45,43,1430,255,1705,28.42
11448,HWH,HOWRAH JN.,JBP,JABALPUR,1155.0,46,44,790,865,1515,25.25
11449,JBP,JABALPUR,SVDK,SHRI MATA VA,1561.0,34,32,390,920,1970,32.83
11450,SVDK,SHRI MATA VA,JBP,JABALPUR,1564.0,31,29,1315,445,2010,33.5
11463,SMNH,SOMNATH,JBP,JABALPUR,1416.0,50,48,570,910,1780,29.67
11464,JBP,JABALPUR,SMNH,SOMNATH,1417.0,50,48,720,1065,1785,29.75
11465,SMNH,SOMNATH,JBP,JABALPUR,1572.0,49,47,570,1080,1950,32.5
11466,JBP,JABALPUR,SMNH,SOMNATH,1575.0,50,48,600,1065,1905,31.75
11651,JBP,JABALPUR,SGRL,SINGRAULI,344.0,14,12,930,1345,415,6.92
11652,SGRL,SINGRAULI,JBP,JABALPUR,345.0,14,12,295,715,420,7.0
11701,JBP,JABALPUR,INDB,INDORE BG,751.0,16,14,340,1230,890,14.83
11702,INDB,INDORE BG,JBP,JABALPUR,751.0,16,14,250,1175,925,15.42
11703,REWA,REWA,DADN,MHOW,823.0,20,18,1390,965,1015,16.92
11704,DADN,MHOW,REWA,REWA,821.0,20,18,1210,735,965,16.08
11801,JHS,JHANSI JN,ETW,ETAWAH,215.0,6,4,1045,1350,305,5.08
11802,ETW,ETAWAH,JHS,JHANSI JN,215.0,6,4,310,605,295,4.92
11901,MTJ,MATHURA JN.,KKDE,KURUKSHETRA,292.0,13,11,330,760,430,7.17
11902,KKDE,KURUKSHETRA,MTJ,MATHURA JN.,294.0,13,11,895,1295,400,6.67
12001,HBJ,HABIBGANJ,NDLS,NEW DELHI,688.0,10,8,900,1410,510,8.5
12002,NDLS,NEW DELHI,HBJ,HABIBGANJ,690.0,10,8,360,865,505,8.42
12003,LJN,LUCKNOW JN.,NDLS,NEW DELHI,504.0,7,5,935,1335,400,6.67
12004,NDLS,NEW DELHI,LJN,LUCKNOW JN.,504.0,7,5,370,760,390,6.5
12005,NDLS,NEW DELHI,KLK,KALKA,268.0,5,3,1035,1280,245,4.08
12006,KLK,KALKA,NDLS,NEW DELHI,268.0,5,3,375,620,245,4.08
12007,MAS,CHENNAI CENT,MYS,MYSORE JN.,498.0,4,2,360,780,420,7.0
12008,MYS,MYSORE JN.,MAS,CHENNAI CENT,499.0,4,2,855,1285,430,7.17
12009,BCT,MUMBAI CENTR,ADI,AHMEDABAD,490.0,9,7,385,765,380,6.33
12010,ADI,AHMEDABAD,BCT,MUMBAI CENTR,490.0,9,7,880,1280,400,6.67
12011,NDLS,NEW DELHI,KLK,KALKA,268.0,6,4,460,705,245,4.08
12012,KLK,KALKA,NDLS,NEW DELHI,268.0,6,4,1065,1315,250,4.17
12013,NDLS,NEW DELHI,ASR,AMRITSAR JN.,447.0,8,6,990,1350,360,6.0
12014,ASR,AMRITSAR JN.,NDLS,NEW DELHI,447.0,8,6,300,660,360,6.0
12015,NDLS,NEW DELHI,AII,AJMER JN.,442.0,10,8,365,765,400,6.67
12016,AII,AJMER JN.,NDLS,NEW DELHI,442.0,10,8,945,1360,415,6.92
12017,NDLS,NEW DELHI,DDN,DEHRA DUN,314.0,8,6,405,760,355,5.92
12018,DDN,DEHRA DUN,NDLS,NEW DELHI,314.0,8,6,1020,1365,345,5.75
12019,HWH,HOWRAH JN.,RNC,RANCHI,436.0,10,8,365,795,430,7.17
12020,RNC,RANCHI,HWH,HOWRAH JN.,434.0,10,8,825,1290,465,7.75
12021,HWH,HOWRAH JN.,BBN,BARBIL,402.0,10,8,380,785,405,6.75
12022,BBN,BARBIL,HWH,HOWRAH JN.,401.0,11,9,825,1250,425,7.08
12023,HWH,HOWRAH JN.,PNBE,PATNA JN.,530.0,14,12,845,1365,520,8.67
12024,PNBE,PATNA JN.,HWH,HOWRAH JN.,531.0,14,12,335,805,470,7.83
12025,PUNE,PUNE JN.,SC,SECUNDERABAD,598.0,8,6,350,860,510,8.5
12026,SC,SECUNDERABAD,PUNE,PUNE JN.,598.0,8,6,885,1390,505,8.42
12027,MAS,CHENNAI CENT,SBC,KRANTIVIRA S,360.0,4,2,1050,1350,300,5.0
12028,SBC,KRANTIVIRA S,MAS,CHENNAI CENT,361.0,4,2,360,660,300,5.0
12029,NDLS,NEW DELHI,ASR,AMRITSAR JN.,447.0,8,6,440,825,385,6.42
12030,ASR,AMRITSAR JN.,NDLS,NEW DELHI,447.0,8,6,1010,1385,375,6.25
12031,NDLS,NEW DELHI,ASR,AMRITSAR JN.,447.0,8,6,440,825,385,6.42
12032,ASR,AMRITSAR JN.,NDLS,NEW DELHI,447.0,8,6,1010,1385,375,6.25
12033,CNB,KANPUR CENTR,NDLS,NEW DELHI,430.0,5,3,360,680,320,5.33
12034,NDLS,NEW DELHI,CNB,KANPUR CENTR,430.0,4,2,950,1245,295,4.92
12035,JP,JAIPUR JN.,AF,AGRA  FORT,240.0,4,2,425,635,210,3.5
12036,AF,AGRA  FORT,JP,JAIPUR JN.,240.0,4,2,1060,1280,220,3.67
12037,NDLS,NEW DELHI,LDH,LUDHIANA JN.,328.0,7,5,420,745,325,5.42
12038,LDH,LUDHIANA JN.,NDLS,NEW DELHI,328.0,7,5,1000,1330,330,5.5
12039,KGM,KATHGODAM,NDLS,NEW DELHI,283.0,8,6,935,1265,330,5.5
12040,NDLS,NEW DELHI,KGM,KATHGODAM,283.0,8,6,360,700,340,5.67
12041,HWH,HOWRAH JN.,NJP,NEW JALPAIGU,560.0,7,5,855,1350,495,8.25
12042,NJP,NEW JALPAIGU,HWH,HOWRAH JN.,560.0,7,5,330,815,485,8.08
12043,NDLS,NEW DELHI,MOGA,MOGA,397.0,8,6,420,845,425,7.08
12044,MOGA,MOGA,NDLS,NEW DELHI,397.0,8,6,900,1330,430,7.17
12045,NDLS,NEW DELHI,CDG,CHANDIGARH,243.0,4,2,1155,1365,210,3.5
12046,CDG,CHANDIGARH,NDLS,NEW DELHI,243.0,4,2,720,925,205,3.42
12047,NDLS,NEW DELHI,FZR,FIROZPUR CAN,385.0,10,8,980,1370,390,6.5
12048,FZR,FIROZPUR CAN,NDLS,NEW DELHI,385.0,10,8,240,680,440,7.33
12049,AGC,AGRA CANTT,NZM,HAZRAT NIZAM,181.0,2,0,1070,1170,100,1.67
12050,NZM,HAZRAT NIZAM,AGC,AGRA CANTT,183.0,2,0,490,590,100,1.67
12051,DR,DADAR,MAO,MADGOAN JN.,581.0,9,7,325,845,520,8.67
12052,MAO,MADGOAN JN.,DR,DADAR,585.0,9,7,870,1385,515,8.58
12053,HW,HARIDWAR JN,ASR,AMRITSAR JN.,406.0,11,9,885,1325,440,7.33
12054,ASR,AMRITSAR JN.,HW,HARIDWAR JN,406.0,11,9,410,850,440,7.33
12055,NDLS,NEW DELHI,DDN,DEHRA DUN,304.0,9,7,920,1270,350,5.83
12056,DDN,DEHRA DUN,NDLS,NEW DELHI,304.0,10,8,305,675,370,6.17
12057,NDLS,NEW DELHI,UHL,UNA HIMACHAL,386.0,14,12,875,1330,455,7.58
12058,UHL,UNA HIMACHAL,NDLS,NEW DELHI,386.0,14,12,300,720,420,7.0
12059,KOTA,KOTA,NZM,HAZRAT NIZAM,447.0,10,8,355,750,395,6.58
12060,NZM,HAZRAT NIZAM,KOTA,KOTA,450.0,10,8,795,1200,405,6.75
12061,HBJ,HABIBGANJ,JBP,JABALPUR,330.0,10,8,1060,1375,315,5.25
12062,JBP,JABALPUR,HBJ,HABIBGANJ,330.0,10,8,330,660,330,5.5
12065,AII,AJMER JN.,NZM,HAZRAT NIZAM,389.0,10,8,345,755,410,6.83
12066,NZM,HAZRAT NIZAM,AII,AJMER JN.,389.0,10,8,930,1345,415,6.92
12067,GHY,GUWAHATI,JTTN,JORHAT TOWN,376.0,11,9,390,800,410,6.83
12068,JTTN,JORHAT TOWN,GHY,GUWAHATI,375.0,11,9,870,1280,410,6.83
12069,RIG,RAIGARH,G,GONDIA JN.,419.0,15,13,385,805,420,7.0
12070,G,GONDIA JN.,RIG,RAIGARH,411.0,15,13,900,1320,420,7.0
12071,DR,DADAR,J,JALNA,422.0,7,5,840,1290,450,7.5
12072,J,JALNA,DR,DADAR,422.0,7,5,285,750,465,7.75
12073,HWH,HOWRAH JN.,BBS,BHUBANESWAR,442.0,9,7,805,1220,415,6.92
12074,BBS,BHUBANESWAR,HWH,HOWRAH JN.,441.0,9,7,360,760,400,6.67
12075,CLT,CALICUT,TVC,TRIVANDRUM C,399.0,12,10,820,1265,445,7.42
12076,TVC,TRIVANDRUM C,CLT,CALICUT,398.0,12,10,360,780,420,7.0
12077,MAS,CHENNAI CENT,BZA,VIJAYWADA JN,453.0,10,8,455,885,430,7.17
12078,BZA,VIJAYWADA JN,MAS,CHENNAI CENT,453.0,10,8,920,1355,435,7.25
12079,SBC,KRANTIVIRA S,UBL,HUBLI JN.,470.0,11,9,360,805,445,7.42
12080,UBL,HUBLI JN.,SBC,KRANTIVIRA S,468.0,11,9,840,1285,445,7.42
12081,CAN,KANNUR,TVC,TRIVANDRUM C,500.0,15,13,290,840,550,9.17
12082,TVC,TRIVANDRUM C,CAN,KANNUR,499.0,15,13,880,1430,550,9.17
12083,MV,MAYILADUTURA,CBE,COIMBATORE,361.0,10,8,890,1275,385,6.42
12084,CBE,COIMBATORE,MV,MAYILADUTURA,361.0,10,8,430,820,390,6.5
12085,GHY,GUWAHATI,DBRG,DIBRUGARH,506.0,10,8,730,1275,545,9.08
12086,DBRG,DIBRUGARH,GHY,GUWAHATI,505.0,10,8,300,835,535,8.92
12087,NHLN,NAHARLAGUN,GHY,GUWAHATI,332.0,8,6,300,660,360,6.0
12088,GHY,GUWAHATI,NHLN,NAHARLAGUN,332.0,8,6,920,1300,380,6.33
12101,LTT,LOKMANYA TIL,HWH,HOWRAH JN.,1956.0,16,14,1235,215,1860,31.0
12102,HWH,HOWRAH JN.,LTT,LOKMANYA TIL,1963.0,17,15,1370,350,1860,31.0
12103,PUNE,PUNE JN.,LJN,LUCKNOW JN.,1478.0,13,11,975,1030,1495,24.92
12104,LJN,LUCKNOW JN.,PUNE,PUNE JN.,1478.0,13,11,390,485,1535,25.58
12105,CSMT,CST-MUMBAI,G,GONDIA JN.,971.0,26,24,1145,675,970,16.17
12106,G,GONDIA JN.,CSMT,CST-MUMBAI,972.0,27,25,890,420,970,16.17
12107,LTT,LOKMANYA TIL,LJN,LUCKNOW JN.,1408.0,11,9,985,910,1365,22.75
12108,LJN,LUCKNOW JN.,LTT,LOKMANYA TIL,1408.0,11,9,1365,1380,1455,24.25
12109,CSMT,CST-MUMBAI,MMR,MANMAD JN.,260.0,10,8,1095,1370,275,4.58
12110,MMR,MANMAD JN.,CSMT,CST-MUMBAI,260.0,10,8,362,645,283,4.72
12111,CSMT,CST-MUMBAI,AMI,AMRAVATI,676.0,14,12,1195,485,730,12.17
12112,AMI,AMRAVATI,CSMT,CST-MUMBAI,676.0,14,12,1145,385,680,11.33
12113,PUNE,PUNE JN.,NGP,NAGPUR JN.(C,895.0,9,7,1060,565,945,15.75
12114,NGP,NAGPUR JN.(C,PUNE,PUNE JN.,895.0,9,7,1115,585,910,15.17
12115,CSMT,CST-MUMBAI,SUR,SOLAPUR,456.0,14,12,1365,410,485,8.08
12116,SUR,SOLAPUR,CSMT,CST-MUMBAI,457.0,15,13,1365,410,485,8.08
12117,LTT,LOKMANYA TIL,MMR,MANMAD JN.,244.0,10,8,900,1165,265,4.42
12118,MMR,MANMAD JN.,LTT,LOKMANYA TIL,244.0,10,8,515,780,265,4.42
12119,AMI,AMRAVATI,AJNI,AJNI,180.0,5,3,330,495,165,2.75
12120,AJNI,AJNI,AMI,AMRAVATI,180.0,5,3,1110,1300,190,3.17
12121,JBP,JABALPUR,NZM,HAZRAT NIZAM,883.0,7,5,1150,545,835,13.92
12122,NZM,HAZRAT NIZAM,JBP,JABALPUR,886.0,7,5,1045,465,860,14.33
12123,CSMT,CST-MUMBAI,PUNE,PUNE JN.,191.0,5,3,1030,1225,195,3.25
12124,PUNE,PUNE JN.,CSMT,CST-MUMBAI,191.0,4,2,435,625,190,3.17
12125,CSMT,CST-MUMBAI,PUNE,PUNE JN.,190.0,8,6,985,1190,205,3.42
12126,PUNE,PUNE JN.,CSMT,CST-MUMBAI,190.0,7,5,470,675,205,3.42
12127,CSMT,CST-MUMBAI,PUNE,PUNE JN.,191.0,6,4,400,597,197,3.28
12128,PUNE,PUNE JN.,CSMT,CST-MUMBAI,191.0,5,3,1075,1265,190,3.17
12129,PUNE,PUNE JN.,HWH,HOWRAH JN.,2026.0,30,28,1105,250,2025,33.75
12130,HWH,HOWRAH JN.,PUNE,PUNE JN.,2033.0,30,28,1310,410,1980,33.0
12131,DR,DADAR,SNSI,SAI NAGAR SH,330.0,8,6,1305,225,360,6.0
12132,SNSI,SAI NAGAR SH,DR,DADAR,330.0,8,6,1345,270,365,6.08
12133,CSMT,CST-MUMBAI,MAJN,MANGALORE JN,903.0,14,12,1322,760,878,14.63
12134,MAJN,MANGALORE JN,CSMT,CST-MUMBAI,909.0,14,12,835,265,870,14.5
12135,PUNE,PUNE JN.,NGP,NAGPUR JN.(C,895.0,18,16,1060,565,945,15.75
12136,NGP,NAGPUR JN.(C,PUNE,PUNE JN.,895.0,18,16,1115,585,910,15.17
12137,CSMT,CST-MUMBAI,FZR,FIROZPUR CAN,1910.0,56,54,1175,350,2055,34.25
12138,FZR,FIROZPUR CAN,CSMT,CST-MUMBAI,1913.0,54,52,1300,455,2035,33.92
12139,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(C,841.0,33,31,900,370,910,15.17
12140,NGP,NAGPUR JN.(C,CSMT,CST-MUMBAI,841.0,33,31,1260,720,900,15.0
12141,LTT,LOKMANYA TIL,PPTA,PATLIPUTRA,1693.0,14,12,1415,240,1705,28.42
12142,PPTA,PATLIPUTRA,LTT,LOKMANYA TIL,1692.0,13,11,665,915,1690,28.17
12143,LTT,LOKMANYA TIL,SLN,SULTANPUR JN,1540.0,14,12,1000,1200,1640,27.33
12144,SLN,SULTANPUR JN,LTT,LOKMANYA TIL,1541.0,14,12,1435,250,1695,28.25
12145,LTT,LOKMANYA TIL,PURI,PURI,1888.0,27,25,1235,450,2095,34.92
12146,PURI,PURI,LTT,LOKMANYA TIL,1895.0,27,25,1285,450,2045,34.08
12147,KOP,CHHATRAPATI,NZM,HAZRAT NIZAM,1897.0,22,20,545,1030,1925,32.08
12148,NZM,HAZRAT NIZAM,KOP,CHHATRAPATI,1900.0,22,20,350,980,2070,34.5
12149,PUNE,PUNE JN.,DNR,DANAPUR,1757.0,19,17,1255,210,1835,30.58
12150,DNR,DANAPUR,PUNE,PUNE JN.,1756.0,19,17,1375,330,1835,30.58
